Committee_Id,Committee_Name,Link_Image,Committee_Election_State,Committee_Election_District,Report_Type,Receipt_Date,Coverage_Start_Date,Coverage_End_Date,Quarterly_Contribution,Semi_Annual_Contribution
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970932307+0","","","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","574900","0"
"C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020272375+0","MO","00","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","33000",""
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020234333+0","NJ","00","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","31000",""
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020213124+0","","","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","421687","0"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970900364+0","CA","","APRIL QUARTERLY","12-APR-12","01-JAN-12","31-MAR-12","74671.47","0"
"C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_12970876535+0","DC","","FEBRUARY MONTHLY","11-APR-12","01-FEB-12","29-FEB-12","73250","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020190942+0","","","MARCH MONTHLY","20-MAR-12","01-FEB-12","29-FEB-12","326350",""
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12951309213+0","","","MARCH MONTHLY","20-MAR-12","01-FEB-12","29-FEB-12","545005","0"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970751195+0","","","MARCH MONTHLY","19-MAR-12","01-FEB-12","29-FEB-12","127250","0"
"C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020174135+0","TX","","QUARTERLY YEAR END / SEMI-ANN","22-FEB-12","01-OCT-11","31-DEC-11","0","100100"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950634604+0","","","QUARTERLY YEAR END / SEMI-ANN","21-FEB-12","01-JUL-11","31-DEC-11","24755","24755"
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12950549277+0","","","FEBRUARY MONTHLY","20-FEB-12","01-JAN-12","31-JAN-12","163645","0"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970432491+0","","","FEBRUARY MONTHLY","17-FEB-12","01-JAN-12","31-JAN-12","76500","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020172732+0","","","FEBRUARY MONTHLY","17-FEB-12","01-JAN-12","31-JAN-12","537250",""
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970424712+0","","","QUARTERLY YEAR END / SEMI-ANN","15-FEB-12","01-JUL-11","31-DEC-11","0","191600"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950446009+0","","","QUARTERLY MID-YEAR / SEMI-ANN","09-FEB-12","01-JAN-11","30-JUN-11","215000","215000"
"C00264564","MENENDEZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020100716+0","NJ","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","0","94343"
"C00349217","CARPER FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020100720+0","DE","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","21700","21700"
"C00344473","STABENOW FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020131069+0","MI","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","19000","19000"
"C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020141421+0","SC","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","61500","61500"
"C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970345609+0","MA","07","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-12","01-OCT-11","31-DEC-11","0","0"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950420077+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","0","191600"
"C00313684","RUSH HOLT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970340958+0","NJ","12","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","2752","59265"
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12970326664+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","1179818","1647853"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020092343+0","","","MONTHLY YEAR END / SEMI-ANNUAL","31-JAN-12","01-DEC-11","31-DEC-11","0","105900"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12970203929+0","NY","05","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-12","01-OCT-11","31-DEC-11","0","0"
"C00505982","PEOPLE FOR ENDING POVERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12030724015+0","","","YEAR-END","31-JAN-12","01-NOV-11","31-JAN-12","0","0"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020053100+0","OH","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","36836","129538"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_12950319561+0","DC","","MONTHLY SEMI-ANNUAL (YE)","31-JAN-12","01-DEC-11","30-DEC-11","0","49900"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950385900+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-JUL-11","31-DEC-11","0","30800"
"C00500587","RICKPERRY.ORG INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12970203581+0","","","QUARTERLY SEMI-ANNUAL (YE)","30-JAN-12","01-OCT-11","31-DEC-11","117250","194250"
"C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970196845+0","","","QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-JUL-11","31-DEC-11","34000","34000"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950272474+0","","","OCTOBER QUARTERLY","30-JAN-12","01-JUL-11","30-SEP-11","24755","0"
"C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950270998+0","","","JULY QUARTERLY / SEMI-ANNUAL","30-JAN-12","01-APR-11","30-JUN-11","25000","25000"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020041483+0","","","QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-JUL-11","31-DEC-11","0","203400"
"C00420760","FRIENDS OF MAZIE HIRONO","http://docquery.fec.gov/cgi-bin/fecimg/?_12020142642+0","HI","00","QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-OCT-11","31-DEC-11","13923","27809"
"C00506725","72ND AREA WIDE DEMOCRATIC ALLIANCE ","http://docquery.fec.gov/cgi-bin/fecimg/?_12030704026+0","","","QUARTERLY SEMI-ANNUAL (YE)","17-JAN-12","","","","734"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020481102+0","","","DECEMBER MONTHLY","20-DEC-11","01-NOV-11","30-NOV-11","0",""
"C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030691310+0","","","OCTOBER QUARTERLY","21-NOV-11","16-JUL-11","15-OCT-11","",""
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020470001+0","","","NOVEMBER MONTHLY","18-NOV-11","01-OCT-11","31-OCT-11","0",""
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_11952874320+0","DC","","NOVEMBER MONTHLY","17-NOV-11","01-OCT-11","31-OCT-11","40500","0"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971832248+0","","","OCTOBER QUARTERLY","11-NOV-11","01-JUL-11","30-SEP-11","24755","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020451012+0","DC","","OCTOBER MONTHLY","20-OCT-11","01-SEP-11","30-SEP-11","29500",""
"C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030680068+0","","","OCTOBER QUARTERLY","19-OCT-11","16-JUL-11","15-OCT-11","5000",""
"C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_11020453567+0","TX","","OCTOBER QUARTERLY","17-OCT-11","01-JUL-11","30-SEP-11","100100","0"
"C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11971633187+0","MA","07","OCTOBER QUARTERLY","16-OCT-11","01-JUL-11","30-SEP-11","0","0"
"C00500587","RICKPERRY.ORG INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11952643198+0","","","OCTOBER QUARTERLY","15-OCT-11","01-JUL-11","30-SEP-11","77000","0"
"C00313684","RUSH HOLT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11952644736+0","NJ","12","OCTOBER QUARTERLY","15-OCT-11","01-JUL-11","30-SEP-11","56513","0"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971596181+0","","","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","24755","0"
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020401573+0","NJ","00","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","73700",""
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_11020374516+0","OH","00","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","86061",""
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11971587459+0","","","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","479660","0"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11952551636+0","NY","05","OCTOBER QUARTERLY","12-OCT-11","01-JUL-11","30-SEP-11","0","0"
"C00260547","BACHUS FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11952501157+0","AL","06","JULY QUARTERLY / SEMI-ANNUAL","03-OCT-11","01-JAN-11","30-JUN-11","28150","28150"
"C00490938","SAVIOR PRESIDENTIAL COMMITTEE (USA) 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_11030671189+0","","","OCTOBER QUARTERLY","02-OCT-11","15-JUL-11","01-OCT-11","",""
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020350962+0","","","SEPTEMBER MONTHLY","20-SEP-11","01-AUG-11","31-AUG-11","0",""
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020332139+0","NJ","00","JULY QUARTERLY / SEMI-ANNUAL","30-AUG-11","01-APR-11","30-JUN-11","0","101775"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020330001+0","","","AUGUST MONTHLY","19-AUG-11","01-JUL-11","31-JUL-11","0",""
"C00257956","BOB GOODLATTE FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932136209+0","","06","","30-JUL-11","01-JAN-11","30-JUN-11","41500","41500"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932130484+0","","","QUARTERLY MID-YEAR / SEMI-ANN","29-JUL-11","01-JAN-11","30-JUN-11","0","237900"
"C00257956","BOB GOODLATTE FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932131188+0","","06","","29-JUL-11","01-JAN-11","30-JUN-11","25000","25000"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932046191+0","DC","","QUARTERLY MID-YEAR / SEMI-ANN","21-JUL-11","01-JUN-11","30-JUN-11","0","264119.37"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020311543+0","","","JULY MONTHLY / SEMI-ANNUAL","20-JUL-11","01-JUN-11","30-JUN-11","96350","915000"
"C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030631372+0","","","JULY QUARTERLY / SEMI-ANNUAL","18-JUL-11","16-APR-11","15-JUL-11","0",""
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11931839084+0","NY","05","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11","0","0"
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11931901610+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","517450","517450"
"C00287912","LUCAS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931902720+0","OK","03","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11","47825","47825"
"C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931922344+0","MA","07","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11","0","0"
"C00493684","RUSS CARNAHAN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931853887+0","MO","03","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11","0","0"
"C00384016","NEUGEBAUER CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931856014+0","TX","19","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11","0","26800"
"C00347476","DAVE CAMP FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931856765+0","MI","04","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","32865","32865"
"C00494393","PAWLENTY FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_11931871257+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","17610","17610"
"C00287912","LUCAS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931905791+0","OK","03","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-JAN-11","30-JUN-11","47825","47825"
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020250954+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","0",""
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020260112+0","NV","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","0","25400"
"C00349217","CARPER FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020260123+0","DE","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","0","17200"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_11020281767+0","NY","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","29350","29350"
"C00344473","STABENOW FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020282989+0","MI","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","47500","47500"
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020281306+0","RI","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","24500","113150"
"C00432401","NELSON 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_11020301173+0","NE","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11","21000","21000"
"C00492231","FRIENDS OF MIKE H","http://docquery.fec.gov/cgi-bin/fecimg/?_11020300066+0","FL","","QUARTERLY MID-YEAR / SEMI-ANN","15-JUL-11","","30-JUN-11","0","84200"
"C00458778","ROBIN CARNAHAN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020300178+0","","","JULY QUARTERLY / SEMI-ANNUAL","14-JUL-11","01-APR-11","30-JUN-11","0",""
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020233806+0","","","QUARTERLY MID-YEAR / SEMI-ANN","14-JUL-11","01-JAN-11","30-JUN-11","0","292500"
"C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931800871+0","","","JULY QUARTERLY / SEMI-ANNUAL","12-JUL-11","01-APR-11","30-JUN-11","20000","20000"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020223750+0","","","JUNE MONTHLY","20-JUN-11","01-MAY-11","31-MAY-11","20350",""
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931513259+0","","","MAY MONTHLY","20-MAY-11","01-APR-11","30-APR-11","38869.37","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020212751+0","","","MAY MONTHLY","20-MAY-11","01-APR-11","30-APR-11","0",""
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020213707+0","RI","","APRIL QUARTERLY","17-MAY-11","01-JAN-11","31-MAR-11","48150","0"
"C00454272","ALASKA MILITARY VETERANS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030603214+0","","","QUARTERLY YEAR END / SEMI-ANN","05-MAY-11","01-JAN-09","01-JAN-10","0","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020200615+0","DC","","APRIL MONTHLY","20-APR-11","01-MAR-11","31-MAR-11","65000","0"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931234745+0","","","APRIL MONTHLY","20-APR-11","01-MAR-11","31-MAR-11","108500","0"
"C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030594360+0","","","APRIL QUARTERLY","19-APR-11","01-JAN-11","15-APR-11","0",""
"C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930703016+0","MA","07","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","0","0"
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020180001+0","","","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","0",""
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020153832+0","NJ","00","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","101275","0"
"C00492231","FRIENDS OF MIKE H","http://docquery.fec.gov/cgi-bin/fecimg/?_11020183330+0","FL","","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","76700","0"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020153828+0","NV","00","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","25400","0"
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930689079+0","","","QUARTERLY YEAR END / SEMI-ANN","15-APR-11","01-OCT-10","31-DEC-10","0","0"
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930688597+0","","","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","0","0"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11930668568+0","NY","05","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","0","0"
"C00384016","NEUGEBAUER CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930685205+0","TX","19","APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11","26800","0"
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020173298+0","RI","","APRIL QUARTERLY","14-APR-11","01-JAN-11","31-MAR-11","47150","0"
"C00260547","BACHUS FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930657732+0","AL","06","APRIL QUARTERLY","14-APR-11","01-JAN-11","31-MAR-11","28150","0"
"C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11930665123+0","","","QUARTERLY YEAR END / SEMI-ANN","14-APR-11","01-JUL-10","31-DEC-10","74820","74820"
"C00465492","SESTAK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020110858+0","PA","00","QUARTERLY YEAR END / SEMI-ANN","23-MAR-11","01-OCT-10","31-DEC-10","68188","0"
"C00460402","POMPEO FOR CONGRESS INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11930529764+0","","","JULY QUARTERLY / SEMI-ANNUAL","18-MAR-11","01-APR-10","30-JUN-10","47227","53076"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020094362+0","DC","","FEBRUARY MONTHLY","18-MAR-11","01-FEB-11","28-FEB-11","318250","0"
"C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030582908+0","","","YEAR-END","11-MAR-11","23-NOV-10","31-DEC-10","0",""
"C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11930427395+0","MD","","QUARTERLY SEMI-ANNUAL (YE)","01-MAR-11","23-NOV-10","31-DEC-10","0","21750"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020070753+0","DC","","FEBRUARY MONTHLY","18-FEB-11","01-JAN-11","31-JAN-11","287000","0"
"C00460402","POMPEO FOR CONGRESS INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11930325790+0","","","MONTHLY YEAR END / SEMI-ANNUAL","02-FEB-11","01-JUL-10","31-DEC-10","0","0"
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030564660+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","0","0"
"C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11020054218+0","SC","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","18300","18300"
"C00193342","MCCONNELL SENATE COMMITTEE '14","http://docquery.fec.gov/cgi-bin/fecimg/?_11020040001+0","KY","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","35800","35800"
"C00408088","JOHN KERRY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020022618+0","MN","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","40000","40000"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020032048+0","NV","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","23-NOV-10","31-DEC-10","0","169979"
"C00412304","MONTANANS FOR TESTER","http://docquery.fec.gov/cgi-bin/fecimg/?_11020021917+0","MT","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","18900","46300"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020030001+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","0","623600"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020033624+0","DC","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","23-NOV-10","31-DEC-10","0","69000"
"C00344473","STABENOW FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020051490+0","MI","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","0","17200"
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020060001+0","NY","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10","0","0"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_11020060140+0","NY","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-JUL-10","31-DEC-10","142050","142050"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11990121946+0","NY","05","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-11","23-NOV-10","31-DEC-10","0",""
"C00409797","CONYERS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11990128340+0","MI","14","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-11","23-NOV-10","31-DEC-10","0","77100"
