brooking538merged (1)
,Unnamed: 0,Candidate.First.Name,Candidate.Last.Name,Candidate.State,Candidate.District,Candidate.Party,Incumbent,Freshman.Member,Candidate.Website.URL,Candidate.Gender,Listed.military.service.,Education,Marital.Status,Previous.Electoral.Experience,Position.on.Affordable.Care.Act..ObamaCare.,Position.on.Minimum.Wage,Position.on.Federal.Taxes,Position.on.Business.Regulations,Position.on.National.Debt.Deficit,Position.on.Social.Security,Position.on.Gun.Control,Position.on.Immigration,Position.on.Abortion,Position.on.Same.Sex.Marriage,Position.on.Criminal.Justice.Reform,Position.on.Federal.K.12.Education.Policy,Position.on.Climate.Change,Position.on.Campaign.Finance.Reform,Position.on.Legalization.Decriminalization.of.Marijuana.Policy,Position.on.Defense.Spending,Position.on.Handling.Terrorism.Abroad,Position.on.Russia,Party.Category,Party.Category.1,Incumbency,Female,Democrat,Republican,Trump.Mention,Obama.Mention,Sanders.Mention,Clinton.Mention,Special.Counsel.Mention,Travel.Ban.Mention,SinglePayer,Primary.Outcome,Primary.Runoff.Outcome,Candidate,District,total_runners,Unnamed: 0,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,dist_num,District Abbrev,total_runners
461,762,Steven,Reynolds,TN,4,Democrat,,,https://www.stevenreynoldsforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate provides no information,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,steven reynolds,TN-4,3,525,steven reynolds,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,0,-41.48,17.77,No,0,0,0,0,0,0,0,,,,,,,,,,No,,,,4,TN-4,3
462,763,Mariah,Phillips,TN,4,Democrat,,,https://www.mariah4congress.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",1,,mariah phillips,TN-4,3,524,mariah phillips,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Advanced,None,1,-41.48,47.509998,Yes,0,0,0,0,0,0,0,,,,,,,,,,Yes,,,,4,TN-4,3
463,764,Christopher,Finley,TN,6,Democrat,,,NONE,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Other,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,christopher finley,TN-6,4,526,christopher finley,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,15.06,No,0,0,0,0,0,0,0,,,No,,,,,,,No,,,,6,TN-6,4
464,765,Peter,Heffernan,TN,6,Democrat,,,NONE,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Other,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,peter heffernan,TN-6,4,529,peter heffernan,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,8.3699999,No,0,0,0,0,0,0,0,,,No,,,,,,,No,,,,6,TN-6,4
465,766,Merrilee,Wineinger,TN,6,Democrat,,,https://www.merrileefortennessee.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,merrilee wineinger,TN-6,4,528,merrilee wineinger,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,22.059999,No,0,0,0,0,0,0,0,,,No,,,,,,,Yes,,,,6,TN-6,4
466,767,Dawn,Barlow,TN,6,Democrat,,,https://www.dawnbarlowforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",M.D./D.M.D./D.O./D.D.S./D.V.M.,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,1,,dawn barlow,TN-6,4,527,dawn barlow,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,1,-49.110001,54.509998,Yes,0,0,0,0,0,1,0,,,Yes,,,,,,,No,,,,6,TN-6,4
467,768,Matt,Reel,TN,7,Democrat,,,https://www.reel4tn.com/,Male,"Yes, the candidate serves or served in the military",Bachelor's Degree,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,"Candidate supports local solutions to reform education (e.g. opposes common core, etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate opposes reductions in military spending,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,matt reel,TN-7,2,531,matt reel,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Lost,None,0,-40.209999,37.889999,No,0,1,0,0,0,0,0,,,No,,,,,,,No,,,,7,TN-7,2
468,769,Justin,Kanew,TN,7,Democrat,,,https://www.kanewforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",1,,justin kanew,TN-7,2,530,justin kanew,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,1,-40.209999,62.110001,Yes,0,0,0,0,0,0,0,,,Yes,,,,,,,Yes,,,,7,TN-7,2
469,770,John,Boatner,TN,8,Democrat,,,https://www.voteboatner.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,john boatner,TN-8,2,533,john boatner jr.,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Lost,None,0,-37.560001,49.580002,No,0,0,0,0,0,0,0,,,,,,,,,,Yes,,,,8,TN-8,2
470,771,Erika,Pearson,TN,8,Democrat,,,https://erikastottspearson.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,1,,erika pearson,TN-8,2,532,erika stotts pearson,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Advanced,None,1,-37.560001,50.419998,Yes,1,0,0,0,0,0,0,,,,,,,,,,No,,,,8,TN-8,2
471,777,BRENT,BEAL,TX,1,Democrat,,,http://www.beal2018.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,Married,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,brent beal,TX-1,2,534,brent beal,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,0,-48.73,38.959999,No,0,0,0,0,0,0,0,,,,,,,Yes,,,,,,,1,TX-1,2
472,778,SHIRLEY,MCKELLAR,TX,1,Democrat,,,http://www.votemckellar.com/,Female,"Yes, the candidate serves or served in the military",Ph.D.,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Moderate Democrat,,0,1,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,1,,shirley mckellar,TX-1,2,535,shirley mckellar,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,1,-48.73,61.040001,Yes,1,1,0,0,0,0,0,,,,,,,No,,,,,,,1,TX-1,2
473,779,ALI,KHORASANI,TX,2,Democrat,,,https://www.tx2.rocks/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate supports a reduction in military spending,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NO MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,ali khorasani,TX-2,5,557,ali khorasani,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,7.5,No,1,0,1,0,0,1,0,,,,,,,Yes,No,,,,,,2,TX-2,5
474,780,H.,PARVIZIAN,TX,2,Democrat,,,http://www.hpforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,h. parvizian,TX-2,5,558,h. p. parvizian,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,7.9099998,No,1,0,0,0,0,0,0,,,,,,,No,No,,,,,,2,TX-2,5
475,781,SILKY,MALIK,TX,2,Democrat,,,https://www.silky4congress.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,silky malik,TX-2,5,560,silky malik,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,9.6999998,No,1,0,0,0,0,0,0,,,,,,,No,No,,,,,,2,TX-2,5
476,783,TODD,LITTON,TX,2,Democrat,,,https://toddlitton.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NO MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,1,,todd litton,TX-2,5,561,todd litton,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,1,-16.33,52.810001,Yes,0,0,0,0,0,0,0,,,,,,,No,No,,,,,,2,TX-2,5
477,784,ADAM,BELL,TX,3,Democrat,,,http://voteadambell.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Moderate Democrat,,0,0,1,0,COMPLICATED,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,adam bell,TX-3,2,598,adam bell,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0,-20.709999,17.959999,No,0,0,0,0,0,0,0,,,Yes,,,,,No,,,,,,3,TX-3,4
478,785,MEDRICK,YHAP,TX,3,Democrat,,,https://mycongressmantx.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,medrick yhap,TX-3,2,600,medrick yhap,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0,-20.709999,3.76,No,1,0,0,0,0,0,0,,,No,,,,,No,,,,,,3,TX-3,4
479,786,LANDER,BETHEL,TX,4,Democrat,,,http://www.bethel4congress.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate explicitly supports ACA,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,lander bethel,TX-4,2,616,lander bethel,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,0,-55.029999,31.379999,No,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,TX-4,2
480,787,CATHERINE,KRANTZ,TX,4,Democrat,,,http://catherinekrantzforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1,1,0,NO MENTION,NO MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,,1,,catherine krantz,TX-4,2,615,catherine krantz,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,1,-55.029999,68.620003,Yes,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,TX-4,2
481,789,JUSTIN,SNIDER,TX,6,Democrat,,,http://sniderforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",High School,No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate provides no information,Candidate provides no information,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEUTRAL MENTION,NO MENTION,POSITIVE MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,justin snider,TX-6,3,620,justin snider,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,6.8499999,No,0,0,0,0,0,0,0,,,,,,,Yes,,,,,,,6,TX-6,5
482,790,JOHN,DUNCAN,TX,6,Democrat,,,http://www.duncanforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,john duncan,TX-6,3,619,john duncan,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,13.52,No,0,0,1,0,0,0,0,,,,,,,No,,,,,,,6,TX-6,5
483,791,LEVII,SHOCKLEE,TX,6,Democrat,,,http://shockleeforcongress.com/,Male,"Yes, the candidate serves or served in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,levii shocklee,TX-6,3,621,levii shocklee,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,5.7800002,No,0,1,0,0,0,0,0,,,,,,,No,,,,,,,6,TX-6,5
484,792,JAMES,CARGAS,TX,7,Democrat,,,http://www.jamescargas.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate explicitly supports ACA,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate notes Russia as political enemy of the United States,Establishment Democrat,,0,0,1,0,NEGATIVE MENTION,POSITIVE MENTION,NO MENTION,NEUTRAL MENTION,POSITIVE MENTION,NO MENTION,,0,,james cargas,TX-7,5,625,james cargas,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,1.96,No,0,0,0,0,0,0,0,,No,,,,,No,No,,,No,,,7,TX-7,7
485,793,JASON,WESTIN,TX,7,Democrat,,,https://westinforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",M.D./D.M.D./D.O./D.D.S./D.V.M.,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NEUTRAL MENTION,NEUTRAL MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,jason westin,TX-7,5,626,jason westin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,19.16,No,0,0,0,0,0,1,0,,No,,,,,No,No,,,No,,,7,TX-7,7
486,794,IVAN,SANCHEZ,TX,7,Democrat,,,https://www.voteivansanchez.com/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides no information,Candidate provides no information,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NEGATIVE MENTION,NEUTRAL MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,ivan sanchez,TX-7,5,624,ivan sanchez,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,5.6900001,No,1,0,0,0,0,0,0,,No,,,,,No,No,,,No,,,7,TX-7,7
