,Unnamed: 0,Candidate.First.Name,Candidate.Last.Name,Candidate.State,Candidate.District,Candidate.Party,Incumbent,Freshman.Member,Candidate.Website.URL,Candidate.Gender,Listed.military.service.,Education,Marital.Status,Previous.Electoral.Experience,Position.on.Affordable.Care.Act..ObamaCare.,Position.on.Minimum.Wage,Position.on.Federal.Taxes,Position.on.Business.Regulations,Position.on.National.Debt.Deficit,Position.on.Social.Security,Position.on.Gun.Control,Position.on.Immigration,Position.on.Abortion,Position.on.Same.Sex.Marriage,Position.on.Criminal.Justice.Reform,Position.on.Federal.K.12.Education.Policy,Position.on.Climate.Change,Position.on.Campaign.Finance.Reform,Position.on.Legalization.Decriminalization.of.Marijuana.Policy,Position.on.Defense.Spending,Position.on.Handling.Terrorism.Abroad,Position.on.Russia,Party.Category,Party.Category.1,Incumbency,Female,Democrat,Republican,Trump.Mention,Obama.Mention,Sanders.Mention,Clinton.Mention,Special.Counsel.Mention,Travel.Ban.Mention,SinglePayer,Primary.Outcome,Primary.Runoff.Outcome,Candidate,District,total_runners,State,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,dist_num,District Abbrev
612,626,JON,POWELL,TX,36,Democrat,,,https://jonpowellforcongress.us/,Male,"No, the candidate does not include any information about serving in the military",Other,Married,Candidate mentions previous elected office experience,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,jon powell,U.S. House Texas District 36,2,TX,Representative,Regular,3/6/18,Lost,None,None,-49.509998,28.0,No,0,0.0,0.0,1.0,0,1.0,0.0,,,,,,,No,,,No,,,,36.0,TX-36
613,625,DAYNA,STEELE,TX,36,Democrat,,,https://daynasteele36.com/,Female,"No, the candidate does not include any information about serving in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate notes Russia as political enemy of the United States,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Winner,,dayna steele,U.S. House Texas District 36,2,TX,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-49.509998,72.0,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,Yes,,,,36.0,TX-36
614,643,KURT,WEILAND,UT,1,Democrat,,,https://www.kurtforuscongress.com/,Male,"Yes, the candidate serves or served in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,kurt weiland,U.S. House Utah District 1,2,UT,Representative,Regular,6/26/18,Lost,None,None,-37.259998,43.150002,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,1.0,UT-1
615,644,LEE,CASTILLO,UT,1,Democrat,,,https://utahisforeverybody.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate provides no information,Candidate provides no information,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Winner,,lee castillo,U.S. House Utah District 1,2,UT,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259998,56.849998,Yes,1,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,1.0,UT-1
616,649,JOHN,SUDDARTH,VA,1,Democrat,,,https://www.suddarthforcongress.com/,Male,"Yes, the candidate serves or served in the military",Master's Degree (includes MBA),Married,Candidate mentions previous elected office experience,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,john suddarth,U.S. House Virginia District 1,3,VA,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129999,No,0,1.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,,,,,,,1.0,VA-1
617,648,EDWIN,SANTANA,VA,1,Democrat,,,http://santanaforcongress.com/,Male,"Yes, the candidate serves or served in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,edwin santana,U.S. House Virginia District 1,3,VA,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,1,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,Yes,,,,,,,1.0,VA-1
618,650,VANGIE,WILLIAMS,VA,1,Democrat,,,https://www.vangieforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,vangie williams,U.S. House Virginia District 1,3,VA,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,,,1.0,VA-1
619,658,KAREN,MALLARD,VA,2,Democrat,,,https://www.karenmallard.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate explicitly supports ACA,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate opposes reductions in military spending,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,karen mallard,U.S. House Virginia District 2,2,VA,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,Yes,,,,,,,,Yes,No,,2.0,VA-2
620,657,ELAINE,LURIA,VA,2,Democrat,,,https://elaineforcongress.com/,Female,"Yes, the candidate serves or served in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate opposes reductions in military spending,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,elaine luria,U.S. House Virginia District 2,2,VA,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,0,1.0,0.0,0.0,0,1.0,0.0,Yes,Yes,Yes,,,,,,,,No,Yes,,2.0,VA-2
621,662,PETER,VOLOSIN,VA,6,Democrat,,,https://www.votevolosin.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,peter volosin,U.S. House Virginia District 6,4,VA,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001,No,0,0.0,1.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,6.0,VA-6
622,660,CHARLOTTE,MOORE,VA,6,Democrat,,,http://charlottemooreforcongress.org/,Female,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,Candidate mentions previous elected office experience,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,charlotte moore,U.S. House Virginia District 6,4,VA,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,0,0.0,0.0,1.0,0,0.0,0.0,,,No,,,,No,,,,,,,6.0,VA-6
623,663,SERGIO,COPPOLA,VA,6,Democrat,,,http://www.coppolaforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate supports a reduction in military spending,Candidate provides no information,Candidate provides no information,Moderate Democrat,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,sergio coppola,U.S. House Virginia District 6,4,VA,Representative,Regular,6/12/18,Lost,None,None,-25.959999,6.6799998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,6.0,VA-6
624,661,JENNIFER,LEWIS,VA,6,Democrat,,,https://jenniferlewisforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,jennifer lewis,U.S. House Virginia District 6,4,VA,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,6.0,VA-6
625,665,DANIEL,WARD,VA,7,Democrat,,,https://www.danwardforcongress.com/about-us/,Male,"Yes, the candidate serves or served in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,dan ward,U.S. House Virginia District 7,2,VA,Representative,Regular,6/12/18,Lost,None,None,-10.03,27.32,No,0,1.0,0.0,0.0,0,0.0,0.0,,No,Yes,,,,,,,,,Yes,,7.0,VA-7
626,664,ABIGAIL,SPANBERGER,VA,7,Democrat,,,https://abigailspanberger.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate explicitly supports ACA,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,abigail spanberger,U.S. House Virginia District 7,2,VA,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-10.03,72.68,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,Yes,Yes,,,,,,,,,No,,7.0,VA-7
627,667,JUSTIN,SANTOPIETRO,VA,9,Democrat,,,https://justin4va.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,"Candidate supports local solutions to reform education (e.g. opposes common core, etc.)",Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,justin santopietro,U.S. House Virginia District 9,2,VA,Representative,Regular,6/12/18,Lost,None,None,-40.709999,21.360001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,9.0,VA-9
628,666,ANTHONY,FLACCAVENTO,VA,9,Democrat,,,https://www.flacc4congress.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Winner,,anthony flaccavento,U.S. House Virginia District 9,2,VA,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-40.709999,78.639999,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,9.0,VA-9
629,651,ALISON,FRIEDMAN,VA,10,Democrat,,,https://alisonforvirginia.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate notes Russia as political enemy of the United States,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,,Loser,,alison kiehl friedman,U.S. House Virginia District 10,6,VA,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,0,0.0,0.0,0.0,1,0.0,1.0,,,Yes,,,,No,,,,,No,,10.0,VA-10
630,655,LINDSEY,STOVER,VA,10,Democrat,,,https://lindseyforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate explicitly supports ACA,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate opposes reductions in military spending,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NEGATIVE MENTION,,Loser,,lindsey davis stover,U.S. House Virginia District 10,6,VA,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,0,0.0,0.0,0.0,0,0.0,1.0,,,Yes,,,,No,,,,,No,,10.0,VA-10
631,652,PAUL,PELETIER,VA,10,Democrat,,,https://www.paulforvirginia.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate explicitly supports ACA,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports calls for increased American intervention to combat terrorism,Candidate notes Russia as political enemy of the United States,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,dan helmer,U.S. House Virginia District 10,6,VA,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,0,1.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,Yes,,10.0,VA-10
632,656,PAUL,PELETIER,VA,10,Democrat,,,https://www.paulforvirginia.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate explicitly supports ACA,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports calls for increased American intervention to combat terrorism,Candidate notes Russia as political enemy of the United States,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,paul pelletier,U.S. House Virginia District 10,6,VA,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,No,,10.0,VA-10
633,654,JULIA,BIGGINS,VA,10,Democrat,,,https://bigginsforvirginia.org/,Female,"No, the candidate does not include any information about serving in the military",Ph.D.,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate provides no information,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,julia biggins,U.S. House Virginia District 10,6,VA,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,Yes,,,,,No,,10.0,VA-10
634,652,DAN,HELMER,VA,10,Democrat,,,https://www.helmerforcongress.com/,Male,"Yes, the candidate serves or served in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate opposes reductions in military spending,Candidate supports calls for increased American intervention to combat terrorism,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,dan helmer,U.S. House Virginia District 10,6,VA,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,0,1.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,Yes,,10.0,VA-10
635,653,JENNIFER,WEXTON,VA,10,Democrat,,,https://jenniferwexton.com/,Female,"No, the candidate does not include any information about serving in the military",J.D.,Married,Candidate mentions previous elected office experience,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,"Candidate supports local solutions to reform education (e.g. opposes common core, etc.)",Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NEUTRAL MENTION,NO MENTION,,Winner,,jennifer wexton,U.S. House Virginia District 10,6,VA,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889999,Yes,0,0.0,0.0,1.0,0,0.0,0.0,,,Yes,,,,No,,,,,No,,10.0,VA-10
